not	-4.093685953006146
less	-4.127445537385195
fascinating	4.136479626330555
beautiful	4.19322958804649
good	4.22640830660491
mess	-4.231726426706347
remarkable	4.235223793292732
hilarious	4.258505086395093
enjoyable	4.398347318765677
no	-4.398932389244901
stupid	-4.399171675406721
powerful	4.516318885300437
lack	-4.517920045431676
none	-4.562564538127663
best	4.772780005105953
lacking	-4.833089501177038
lacks	-4.982274149399363
too	-5.043384976990091
bad	-5.125271188740389
worst	-5.744467237923711
