[CLS]	[CLS]	0.13429181277751923
[CLS]	i	0.11896529793739319
[CLS]	loved	0.12171796709299088
[CLS]	this	0.11503837257623672
[CLS]	movie	0.11864899843931198
[CLS]	despite	0.10453011840581894
[CLS]	its	0.10179468989372253
[CLS]	flaws	0.055279720574617386
[CLS]	[SEP]	0.12973301112651825
i	[CLS]	0.13214628398418427
i	i	0.11901527643203735
i	loved	0.12189517170190811
i	this	0.11448293924331665
i	movie	0.11833778768777847
i	despite	0.10446792840957642
i	its	0.10155150294303894
i	flaws	0.05681387707591057
i	[SEP]	0.13128919899463654
loved	[CLS]	0.1315639764070511
loved	i	0.1180560290813446
loved	loved	0.12285979837179184
loved	this	0.11418534070253372
loved	movie	0.11856970191001892
loved	despite	0.10504064708948135
loved	its	0.10165107250213623
loved	flaws	0.05829561874270439
loved	[SEP]	0.12977780401706696
this	[CLS]	0.13162221014499664
this	i	0.1181754469871521
this	loved	0.12100458890199661
this	this	0.11477147787809372
this	movie	0.11864420771598816
this	despite	0.10468023270368576
this	its	0.10227930545806885
this	flaws	0.056649040430784225
this	[SEP]	0.13217349350452423
movie	[CLS]	0.13092093169689178
movie	i	0.11739182472229004
movie	loved	0.1205434501171112
movie	this	0.11387612670660019
movie	movie	0.11946931481361389
movie	despite	0.1058560386300087
movie	its	0.10273689031600952
movie	flaws	0.058974117040634155
movie	[SEP]	0.13023130595684052
despite	[CLS]	0.12818656861782074
despite	i	0.1145196482539177
despite	loved	0.11819707602262497
despite	this	0.11216147989034653
despite	movie	0.11756718158721924
despite	despite	0.11336963623762131
despite	its	0.1060917004942894
despite	flaws	0.06170312687754631
despite	[SEP]	0.1282036155462265
its	[CLS]	0.12836319208145142
its	i	0.11571917682886124
its	loved	0.11805156618356705
its	this	0.11290226131677628
its	movie	0.1172468289732933
its	despite	0.107455313205719
its	its	0.10622350126504898
its	flaws	0.06153140962123871
its	[SEP]	0.13250675797462463
flaws	[CLS]	0.12249036878347397
flaws	i	0.11204657703638077
flaws	loved	0.11657246202230453
flaws	this	0.10891406983137131
flaws	movie	0.11384299397468567
flaws	despite	0.10787255316972733
flaws	its	0.1056801900267601
flaws	flaws	0.07712313532829285
flaws	[SEP]	0.13545770943164825
[SEP]	[CLS]	0.1276380866765976
[SEP]	i	0.1182134672999382
[SEP]	loved	0.1188603863120079
[SEP]	this	0.11436358839273453
[SEP]	movie	0.11710723489522934
[SEP]	despite	0.1007029190659523
[SEP]	its	0.10281261801719666
[SEP]	flaws	0.059902090579271317
[SEP]	[SEP]	0.14039957523345947
